regiao,UF,municipio,populacao,frota total
N,RO,alta floresta d'oeste,22516,15771
N,RO,ariquemes,111148,80881
N,RO,cabixi,5067,3952
N,RO,cacoal,86416,74210
N,RO,cerejeiras,16088,12813
N,RO,colorado do oeste,15213,13333
N,RO,corumbiara,7052,4552
N,RO,costa marques,19255,5101
N,RO,espigao d'oeste,33009,20419
N,RO,guajara-mirim,46930,18556
N,RO,jaru,51469,41023
N,RO,ji-parana,131026,100918
N,RO,machadinho d'oeste,41724,16532
N,RO,nova brasilandia d'oeste,20504,10623
N,RO,ouro preto do oeste,35445,28973
N,RO,pimenta bueno,37098,26480
N,RO,porto velho,548952,301069
N,RO,presidente medici,18165,12499
N,RO,rio crespo,3843,1332
N,RO,rolim de moura,55748,48402
N,RO,santa luzia d'oeste,5942,4946
N,RO,vilhena,104517,70293
N,RO,sao miguel do guapore,23147,12336
N,RO,nova mamore,32184,11013
N,RO,alvorada d'oeste,13807,8937
N,RO,alto alegre dos parecis,13268,5700
N,RO,alto paraiso,22258,8964
N,RO,buritis,41043,24160
N,RO,novo horizonte do oeste,8125,5024
N,RO,cacaulandia,6307,2293
N,RO,campo novo de rondonia,14391,3486
N,RO,candeias do jamari,28068,7536
N,RO,castanheiras,2923,1489
N,RO,chupinguaia,11755,3877
N,RO,cujubim,27131,7167
N,RO,governador jorge teixeira,7130,4718
N,RO,itapua do oeste,10819,3741
N,RO,ministro andreazza,9461,5376
N,RO,mirante da serra,10691,7349
N,RO,monte negro,16158,7700
N,RO,nova uniao,6822,3755
N,RO,parecis,6319,2058
N,RO,pimenteiras do oeste,2127,786
N,RO,primavera de rondonia,2697,1874
N,RO,sao felipe d'oeste,4962,3208
N,RO,sao francisco do guapore,21088,9929
N,RO,seringueiras,11846,6900
N,RO,teixeiropolis,4160,2843
N,RO,theobroma,10348,4219
N,RO,urupa,11081,8090
N,RO,vale do anari,11545,3767
N,RO,vale do paraiso,6490,4375
N,AC,acrelandia,15721,7053
N,AC,assis brasil,7649,2017
N,AC,brasileia,27123,10920
N,AC,bujari,10572,2357
N,AC,capixaba,12280,2425
N,AC,cruzeiro do sul,89760,35835
N,AC,epitaciolandia,18979,7151
N,AC,feijo,34986,4222
N,AC,jordao,8628,142
N,AC,mancio lima,19643,3987
N,AC,manoel urbano,9701,1278
N,AC,marechal thaumaturgo,19727,387
N,AC,placido de castro,20147,5152
N,AC,porto walter,12497,367
N,AC,rio branco,419452,197972
N,AC,rodrigues alves,19767,1736
N,AC,santa rosa do purus,6893,204
N,AC,senador guiomard,23446,7357
N,AC,sena madureira,47168,9392
N,AC,tarauaca,43730,5266
N,AC,xapuri,19866,4696
N,AC,porto acre,19141,4079
N,AM,alvaraes,16396,806
N,AM,amatura,11934,339
N,AM,anama,14292,215
N,AM,anori,21937,543
N,AM,apui,22739,4294
N,AM,atalaia do norte,20868,535
N,AM,autazes,41005,2281
N,AM,barcelos,27772,1173
N,AM,barreirinha,32919,710
N,AM,benjamin constant,44873,1890
N,AM,beruri,20503,446
N,AM,boa vista do ramos,20040,470
N,AM,boca do acre,34958,3637
N,AM,borba,42328,957
N,AM,caapiranga,13482,318
N,AM,canutama,15981,265
N,AM,carauari,28719,2871
N,AM,careiro,38820,2857
N,AM,careiro da varzea,31459,515
N,AM,coari,86713,10894
N,AM,codajas,29691,681
N,AM,eirunepe,36121,2081
N,AM,envira,20748,510
N,AM,fonte boa,16409,1707
N,AM,guajara,17193,409
N,AM,humaita,57195,9362
N,AM,ipixuna,31172,40
N,AM,iranduba,49718,7950
N,AM,itacoatiara,104046,25636
N,AM,itamarati,7777,315
N,AM,itapiranga,9312,930
N,AM,japura,1755,408
N,AM,jurua,15495,540
N,AM,jutai,13462,738
N,AM,labrea,47685,2601
N,AM,manacapuru,99613,18712
N,AM,manaquiri,33981,842
N,AM,manaus,2255903,803020
N,AM,manicore,57405,2627
N,AM,maraa,18298,613
N,AM,maues,66159,5415
N,AM,nhamunda,21710,594
N,AM,nova olinda do norte,38665,1282
N,AM,novo airao,20395,1583
N,AM,novo aripuana,26443,958
N,AM,parintins,116439,19984
N,AM,pauini,19616,256
N,AM,presidente figueiredo,38095,7588
N,AM,rio preto da eva,34856,5080
N,AM,santa isabel do rio negro,26566,439
N,AM,santo antonio do ica,20889,956
N,AM,sao gabriel da cachoeira,47031,4301
N,AM,sao paulo de olivenca,40837,1331
N,AM,sao sebastiao do uatuma,14678,323
N,AM,silves,9289,536
N,AM,tabatinga,68502,10475
N,AM,tapaua,16876,609
N,AM,tefe,59250,12955
N,AM,tonantins,19038,526
N,AM,uarini,13839,601
N,AM,urucara,16007,836
N,AM,urucurituba,24098,657
N,RR,amajari,13561,854
N,RR,alto alegre,15249,2323
N,RR,boa vista,436591,213080
N,RR,bonfim,12701,1204
N,RR,canta,19257,1646
N,RR,caracarai,22635,3622
N,RR,caroebe,10595,2811
N,RR,iracema,12637,1251
N,RR,mucajai,18482,4364
N,RR,normandia,11772,772
N,RR,pacaraima,20108,2122
N,RR,rorainopolis,31387,7378
N,RR,sao joao da baliza,8492,2191
N,RR,sao luiz,8232,1917
N,RR,uiramuta,11014,71
N,PA,abaetetuba,160439,38617
N,PA,abel figueiredo,7536,1588
N,PA,acara,55744,5109
N,PA,afua,39910,14
N,PA,agua azul do norte,27797,3192
N,PA,alenquer,57390,10815
N,PA,almeirim,34044,4168
N,PA,altamira,117320,66116
N,PA,anajas,30091,352
N,PA,ananindeua,540410,157777
N,PA,anapu,29312,5406
N,PA,augusto correa,46937,3729
N,PA,aurora do para,32200,3105
N,PA,aveiro,16421,324
N,PA,bagre,31967,235
N,PA,baiao,49454,2495
N,PA,bannach,3239,874
N,PA,barcarena,129333,34091
N,PA,belem,1506420,492356
N,PA,belterra,17944,3290
N,PA,benevides,64780,16893
N,PA,bom jesus do tocantins,17254,3145
N,PA,bonito,16769,1951
N,PA,braganca,130122,26647
N,PA,brasil novo,14883,6520
N,PA,brejo grande do araguaia,7357,1553
N,PA,breu branco,68597,9399
N,PA,breves,104280,9185
N,PA,bujaru,29717,2530
N,PA,cachoeira do piria,35307,1986
N,PA,cachoeira do arari,24355,1185
N,PA,cameta,140814,15713
N,PA,canaa dos carajas,39103,23889
N,PA,capanema,69828,32018
N,PA,capitao poco,54545,9566
N,PA,castanhal,205667,87158
N,PA,chaves,24175,25
N,PA,colares,12175,907
N,PA,conceicao do araguaia,48115,19539
N,PA,concordia do para,34236,6277
N,PA,cumaru do norte,14044,1334
N,PA,curionopolis,17764,7481
N,PA,curralinho,35530,497
N,PA,curua,14776,759
N,PA,curuca,41093,4242
N,PA,dom eliseu,61206,13704
N,PA,eldorado do carajas,34069,9601
N,PA,faro,6949,153
N,PA,floresta do araguaia,20742,4660
N,PA,garrafao do norte,26155,2331
N,PA,goianesia do para,41678,6762
N,PA,gurupa,34127,787
N,PA,igarape-acu,39234,8786
N,PA,igarape-miri,63367,6751
N,PA,inhangapi,12009,1763
N,PA,ipixuna do para,67170,3512
N,PA,irituia,32639,3472
N,PA,itaituba,101541,50834
N,PA,itupiranga,53439,14026
N,PA,jacareacanga,6952,1401
N,PA,jacunda,60517,17704
N,PA,juruti,59961,3371
N,PA,limoeiro do ajuru,29623,404
N,PA,mae do rio,30389,10081
N,PA,magalhaes barata,8598,583
N,PA,maraba,287664,131360
N,PA,maracana,29559,1916
N,PA,marapanim,28563,2710
N,PA,marituba,135812,30477
N,PA,medicilandia,32347,7110
N,PA,melgaco,28121,253
N,PA,mocajuba,31917,2253
N,PA,moju,84251,10842
N,PA,mojui dos campos,16282,2247
N,PA,monte alegre,58289,15068
N,PA,muana,41454,1011
N,PA,nova esperanca do piria,21519,1664
N,PA,nova ipixuna,17027,3599
N,PA,nova timboteua,15646,2371
N,PA,novo progresso,25769,17824
N,PA,novo repartimento,78488,19324
N,PA,obidos,52473,8174
N,PA,oeiras do para,33182,767
N,PA,oriximina,74921,10994
N,PA,ourem,18079,2470
N,PA,ourilandia do norte,33831,14005
N,PA,pacaja,49110,8881
N,PA,palestina do para,7575,969
N,PA,paragominas,115838,44827
N,PA,parauapebas,218787,114178
N,PA,pau d'arco,5339,1730
N,PA,peixe-boi,8084,1501
N,PA,picarra,12976,1697
N,PA,placas,32325,3430
N,PA,ponta de pedras,32007,1417
N,PA,portel,63831,2135
N,PA,porto de moz,42456,1313
N,PA,prainha,29827,1589
N,PA,primavera,10889,1620
N,PA,quatipuru,13794,924
N,PA,redencao,86326,69525
N,PA,rio maria,18208,8514
N,PA,rondon do para,53242,16634
N,PA,ruropolis,52473,6997
N,PA,salinopolis,41164,11127
N,PA,salvaterra,24392,2982
N,PA,santa barbara do para,21811,3846
N,PA,santa cruz do arari,10496,201
N,PA,santa izabel do para,72856,22408
N,PA,santa luzia do para,19839,3296
N,PA,santa maria das barreiras,22244,3159
N,PA,santa maria do para,25127,7603
N,PA,santana do araguaia,75995,13826
N,PA,santarem,308339,116629
N,PA,santarem novo,6796,802
N,PA,santo antonio do taua,32346,5268
N,PA,sao caetano de odivelas,18207,1720
N,PA,sao domingos do araguaia,25945,8689
N,PA,sao domingos do capim,32285,2315
N,PA,sao felix do xingu,135732,19608
N,PA,sao francisco do para,15978,3440
N,PA,sao geraldo do araguaia,24566,9012
N,PA,sao joao da ponta,6294,505
N,PA,sao joao de pirabas,23440,2213
N,PA,sao joao do araguaia,14105,1898
N,PA,sao miguel do guama,60268,12851
N,PA,sao sebastiao da boa vista,27302,524
N,PA,sapucaia,6088,1597
N,PA,senador jose porfirio,11305,1311
N,PA,soure,25752,3502
N,PA,tailandia,111554,25262
N,PA,terra alta,11971,1618
N,PA,terra santa,19063,975
N,PA,tome-acu,64604,16659
N,PA,tracuateua,31549,2853
N,PA,trairao,19344,3651
N,PA,tucuma,40661,28890
N,PA,tucurui,116605,35619
N,PA,ulianopolis,62286,5321
N,PA,uruara,45395,13136
N,PA,vigia,54650,8478
N,PA,viseu,62093,3620
N,PA,vitoria do xingu,15421,2785
N,PA,xinguara,45416,30606
N,AP,serra do navio,5577,547
N,AP,amapa,9265,708
N,AP,pedra branca do amapari,17625,819
N,AP,calcoene,11493,870
N,AP,cutias,6217,195
N,AP,ferreira gomes,8151,628
N,AP,itaubal,5730,192
N,AP,laranjal do jari,52302,5685
N,AP,macapa,522357,171339
N,AP,mazagao,22468,1222
N,AP,oiapoque,28534,3927
N,AP,porto grande,22927,2496
N,AP,pracuuba,5370,158
N,AP,santana,124808,30716
N,AP,tartarugalzinho,18217,660
N,AP,vitoria do jari,16572,430
N,TO,abreulandia,2609,731
N,TO,aguiarnopolis,7049,1996
N,TO,alianca do tocantins,5303,2321
N,TO,almas,6905,1913
N,TO,alvorada,8381,4813
N,TO,ananas,9435,3181
N,TO,angico,3475,751
N,TO,aparecida do rio negro,4901,1625
N,TO,aragominas,5705,1137
N,TO,araguacema,7223,1315
N,TO,araguacu,8418,4384
N,TO,araguaina,186245,128870
N,TO,araguana,5856,1216
N,TO,araguatins,36573,12599
N,TO,arapoema,6590,2697
N,TO,arraias,10502,2377
N,TO,augustinopolis,18870,7257
N,TO,aurora do tocantins,3809,836
N,TO,axixa do tocantins,9817,3186
N,TO,babaculandia,10668,2044
N,TO,bandeirantes do tocantins,3631,950
N,TO,barra do ouro,4673,752
N,TO,barrolandia,5669,1987
N,TO,bernardo sayao,4439,1662
N,TO,bom jesus do tocantins,5120,1121
N,TO,brasilandia do tocantins,2221,646
N,TO,brejinho de nazare,5540,1592
N,TO,buriti do tocantins,11644,2331
N,TO,cachoeirinha,2293,513
N,TO,campos lindos,10505,1857
N,TO,cariri do tocantins,4499,1724
N,TO,carmolandia,2627,1179
N,TO,carrasco bonito,4165,675
N,TO,caseara,5514,1286
N,TO,centenario,2966,452
N,TO,chapada de areia,1415,279
N,TO,chapada da natividade,3330,855
N,TO,colinas do tocantins,36271,20924
N,TO,combinado,4870,1915
N,TO,conceicao do tocantins,4070,778
N,TO,couto magalhaes,5690,1322
N,TO,cristalandia,7268,2801
N,TO,crixas do tocantins,1749,492
N,TO,darcinopolis,6250,1467
N,TO,dianopolis,22704,8325
N,TO,divinopolis do tocantins,6986,2712
N,TO,dois irmaos do tocantins,7173,1937
N,TO,duere,4686,1309
N,TO,esperantina,11280,1511
N,TO,fatima,3824,1689
N,TO,figueiropolis,5222,2475
N,TO,filadelfia,8892,1290
N,TO,formoso do araguaia,18358,8188
N,TO,tabocao,2615,1316
N,TO,goianorte,5136,1939
N,TO,goiatins,13169,1919
N,TO,guarai,26403,13542
N,TO,gurupi,88428,67300
N,TO,ipueiras,2088,489
N,TO,itacaja,7471,2470
N,TO,itaguatins,5801,1050
N,TO,itapiratins,3814,1157
N,TO,itapora do tocantins,2412,803
N,TO,jau do tocantins,3906,1110
N,TO,juarina,2174,680
N,TO,lagoa da confusao,13989,4643
N,TO,lagoa do tocantins,4470,763
N,TO,lajeado,3199,1056
N,TO,lavandeira,1984,454
N,TO,lizarda,3727,425
N,TO,luzinopolis,3200,693
N,TO,marianopolis do tocantins,5332,1352
N,TO,mateiros,2773,445
N,TO,maurilandia do tocantins,3470,647
N,TO,miracema do tocantins,17628,9170
N,TO,miranorte,13551,7231
N,TO,monte do carmo,8182,1499
N,TO,monte santo do tocantins,2311,577
N,TO,palmeiras do tocantins,6830,1432
N,TO,muricilandia,3623,642
N,TO,natividade,9256,3407
N,TO,nazare,3772,1137
N,TO,nova olinda,12014,3560
N,TO,nova rosalandia,4348,1246
N,TO,novo acordo,4450,1013
N,TO,novo alegre,2332,434
N,TO,novo jardim,2768,538
N,TO,oliveira de fatima,1124,353
N,TO,palmeirante,6234,874
N,TO,palmeiropolis,7694,3968
N,TO,paraiso do tocantins,52521,35049
N,TO,parana,10426,1658
N,TO,pau d'arco,4885,1137
N,TO,pedro afonso,13964,7252
N,TO,peixe,11996,3113
N,TO,pequizeiro,5546,1683
N,TO,colmeia,8078,5092
N,TO,pindorama do tocantins,4414,1065
N,TO,piraque,3038,511
N,TO,pium,7830,1856
N,TO,ponte alta do bom jesus,4586,994
N,TO,ponte alta do tocantins,8192,1885
N,TO,porto alegre do tocantins,3200,677
N,TO,porto nacional,53618,35137
N,TO,praia norte,8563,1200
N,TO,presidente kennedy,3668,1007
N,TO,pugmil,2746,792
N,TO,recursolandia,4389,739
N,TO,riachinho,4723,1219
N,TO,rio da conceicao,2211,407
N,TO,rio dos bois,2879,706
N,TO,rio sono,6498,1110
N,TO,sampaio,4876,901
N,TO,sandolandia,3371,1260
N,TO,santa fe do araguaia,7678,1930
N,TO,santa maria do tocantins,3537,799
N,TO,santa rita do tocantins,2407,473
N,TO,santa rosa do tocantins,4864,1397
N,TO,santa tereza do tocantins,2928,733
N,TO,santa terezinha do tocantins,2530,709
N,TO,sao bento do tocantins,5457,1209
N,TO,sao felix do tocantins,1610,241
N,TO,sao miguel do tocantins,12445,1939
N,TO,sao salvador do tocantins,3106,673
N,TO,sao sebastiao do tocantins,4898,653
N,TO,sao valerio,3848,1344
N,TO,silvanopolis,5452,1886
N,TO,sitio novo do tocantins,8965,2531
N,TO,sucupira,2007,555
N,TO,taguatinga,16966,4853
N,TO,taipas do tocantins,2183,353
N,TO,talisma,2831,627
N,TO,palmas,313349,210042
N,TO,tocantinia,7688,1365
N,TO,tocantinopolis,22820,20565
N,TO,tupirama,1952,576
N,TO,tupiratins,2785,440
N,TO,wanderlandia,11783,2396
N,TO,xambioa,11500,5197
NE,MA,acailandia,113783,46556
NE,MA,afonso cunha,6631,719
NE,MA,agua doce do maranhao,12731,699
NE,MA,alcantara,22126,2202
NE,MA,aldeias altas,26979,3164
NE,MA,altamira do maranhao,8250,1520
NE,MA,alto alegre do maranhao,28066,4727
NE,MA,alto alegre do pindare,31967,3851
NE,MA,alto parnaiba,11233,2545
NE,MA,amapa do maranhao,7047,896
NE,MA,amarante do maranhao,42017,8661
NE,MA,anajatuba,27170,4099
NE,MA,anapurus,16054,2319
NE,MA,apicum-acu,17582,1283
NE,MA,araguana,15675,1550
NE,MA,araioses,47095,1898
NE,MA,arame,32825,6029
NE,MA,arari,30014,7160
NE,MA,axixa,12234,2427
NE,MA,bacabal,105094,44181
NE,MA,bacabeira,17446,3521
NE,MA,bacuri,18726,1228
NE,MA,bacurituba,5696,810
NE,MA,balsas,96951,62736
NE,MA,barao de grajau,19026,2994
NE,MA,barra do corda,88895,33493
NE,MA,barreirinhas,63891,9155
NE,MA,belagua,7586,479
NE,MA,bela vista do maranhao,11347,2820
NE,MA,benedito leite,5643,266
NE,MA,bequimao,21317,3380
NE,MA,bernardo do mearim,6102,1692
NE,MA,boa vista do gurupi,8494,652
NE,MA,bom jardim,42010,7286
NE,MA,bom jesus das selvas,35095,5314
NE,MA,bom lugar,16578,2596
NE,MA,brejo,36900,3854
NE,MA,brejo de areia,8841,1573
NE,MA,buriti,28916,3858
NE,MA,buriti bravo,23993,3447
NE,MA,buriticupu,73595,18578
NE,MA,buritirana,15503,2702
NE,MA,cachoeira grande,9524,794
NE,MA,cajapio,11255,1215
NE,MA,cajari,19521,1764
NE,MA,campestre do maranhao,14530,3292
NE,MA,candido mendes,20376,1352
NE,MA,cantanhede,22236,2280
NE,MA,capinzal do norte,10937,2781
NE,MA,carolina,24151,7960
NE,MA,carutapera,24095,2563
NE,MA,caxias,166159,59247
NE,MA,cedral,10711,1198
NE,MA,central do maranhao,8806,700
NE,MA,centro do guilherme,13876,1281
NE,MA,centro novo do maranhao,22056,2068
NE,MA,chapadinha,80705,23688
NE,MA,cidelandia,14855,3679
NE,MA,codo,123368,37508
NE,MA,coelho neto,49804,11560
NE,MA,colinas,41443,10093
NE,MA,conceicao do lago-acu,16559,1450
NE,MA,coroata,65788,11643
NE,MA,cururupu,32559,3437
NE,MA,davinopolis,12923,3194
NE,MA,dom pedro,23393,9526
NE,MA,duque bacelar,11451,1016
NE,MA,esperantinopolis,16971,5810
NE,MA,estreito,43097,12440
NE,MA,feira nova do maranhao,8506,1533
NE,MA,fernando falcao,10559,1145
NE,MA,formosa da serra negra,19425,4402
NE,MA,fortaleza dos nogueiras,12662,4548
NE,MA,fortuna,17812,3144
NE,MA,godofredo viana,12104,1089
NE,MA,goncalves dias,17953,3173
NE,MA,governador archer,10931,1860
NE,MA,governador edison lobao,18740,3783
NE,MA,governador eugenio barros,14703,2662
NE,MA,governador luiz rocha,7878,1329
NE,MA,governador newton bello,10121,1775
NE,MA,governador nunes freire,25502,4472
NE,MA,graca aranha,6261,1490
NE,MA,grajau,70692,22691
NE,MA,guimaraes,11966,1187
NE,MA,humberto de campos,29143,1572
NE,MA,icatu,27423,1879
NE,MA,igarape do meio,14470,2657
NE,MA,igarape grande,11453,3064
NE,MA,imperatriz,259980,168275
NE,MA,itaipava do grajau,16158,1346
NE,MA,itapecuru mirim,69233,15319
NE,MA,itinga do maranhao,26134,8918
NE,MA,jatoba,10464,958
NE,MA,jenipapo dos vieiras,17123,1903
NE,MA,joao lisboa,23677,7023
NE,MA,joselandia,16228,3917
NE,MA,junco do maranhao,4334,878
NE,MA,lago da pedra,50959,18016
NE,MA,lago do junco,10900,1832
NE,MA,lago verde,16369,2890
NE,MA,lagoa do mato,11280,1989
NE,MA,lago dos rodrigues,8841,3319
NE,MA,lagoa grande do maranhao,11534,1724
NE,MA,lajeado novo,7653,1599
NE,MA,lima campos,11943,3888
NE,MA,loreto,12271,1943
NE,MA,luis domingues,7016,772
NE,MA,magalhaes de almeida,20228,1151
NE,MA,maracacume,21773,4657
NE,MA,maraja do sena,7757,882
NE,MA,maranhaozinho,16754,1645
NE,MA,mata roma,17122,2723
NE,MA,matinha,23591,4278
NE,MA,matoes,34099,3014
NE,MA,matoes do norte,17316,758
NE,MA,milagres do maranhao,8502,365
NE,MA,mirador,21045,2423
NE,MA,miranda do norte,29121,3953
NE,MA,mirinzal,15059,2524
NE,MA,moncao,33888,3035
NE,MA,montes altos,9064,2028
NE,MA,morros,19708,2495
NE,MA,nina rodrigues,14826,1076
NE,MA,nova colinas,5469,1066
NE,MA,nova iorque,4682,616
NE,MA,nova olinda do maranhao,21228,2785
NE,MA,olho d'agua das cunhas,19616,6078
NE,MA,olinda nova do maranhao,14968,1878
NE,MA,paco do lumiar,125265,31074
NE,MA,palmeirandia,19840,2611
NE,MA,paraibano,21571,5951
NE,MA,parnarama,35108,2626
NE,MA,passagem franca,19253,3661
NE,MA,pastos bons,19693,4820
NE,MA,paulino neves,16295,730
NE,MA,paulo ramos,21092,5502
NE,MA,pedreiras,39153,20220
NE,MA,pedro do rosario,25560,2472
NE,MA,penalva,38987,3615
NE,MA,peri mirim,14371,2120
NE,MA,peritoro,23530,4452
NE,MA,pindare-mirim,33186,7135
NE,MA,pinheiro,84160,27773
NE,MA,pio xii,21274,6127
NE,MA,pirapemas,18814,1712
NE,MA,pocao de pedras,17321,5484
NE,MA,porto franco,24294,7325
NE,MA,porto rico do maranhao,5936,703
NE,MA,presidente dutra,48264,20241
NE,MA,presidente juscelino,12939,1146
NE,MA,presidente medici,7124,979
NE,MA,presidente sarney,19217,2119
NE,MA,presidente vargas,11328,1524
NE,MA,primeira cruz,15545,268
NE,MA,raposa,31586,6110
NE,MA,riachao,20288,5269
NE,MA,ribamar fiquene,7859,1567
NE,MA,rosario,43243,8281
NE,MA,sambaiba,5686,858
NE,MA,santa filomena do maranhao,7878,1212
NE,MA,santa helena,42829,5666
NE,MA,santa ines,89927,36751
NE,MA,santa luzia,73105,14433
NE,MA,santa luzia do parua,25487,6102
NE,MA,santa quiteria do maranhao,25884,3033
NE,MA,santa rita,38732,8872
NE,MA,santana do maranhao,13704,606
NE,MA,santo amaro do maranhao,16219,545
NE,MA,santo antonio dos lopes,14516,4166
NE,MA,sao benedito do rio preto,18769,1810
NE,MA,sao bento,45989,7775
NE,MA,sao bernardo,28825,3638
NE,MA,sao domingos do azeitao,7448,1377
NE,MA,sao domingos do maranhao,34391,9911
NE,MA,sao felix de balsas,4540,405
NE,MA,sao francisco do brejao,12082,2047
NE,MA,sao francisco do maranhao,12226,368
NE,MA,sao joao batista,20736,2934
NE,MA,sao joao do caru,15768,1596
NE,MA,sao joao do paraiso,11207,2527
NE,MA,sao joao do soter,18746,1765
NE,MA,sao joao dos patos,26063,11257
NE,MA,sao jose de ribamar,180345,47901
NE,MA,sao jose dos basilios,7639,1405
NE,MA,sao luis,1115932,436564
NE,MA,sao luis gonzaga do maranhao,18600,3884
NE,MA,sao mateus do maranhao,41750,10483
NE,MA,sao pedro da agua branca,12779,2509
NE,MA,sao pedro dos crentes,4700,1154
NE,MA,sao raimundo das mangabeiras,19090,5447
NE,MA,sao raimundo do doca bezerra,5028,913
NE,MA,sao roberto,6856,1181
NE,MA,sao vicente ferrer,22452,2667
NE,MA,satubinha,14274,1204
NE,MA,senador alexandre costa,11285,1588
NE,MA,senador la rocque,13981,5544
NE,MA,serrano do maranhao,10343,442
NE,MA,sitio novo,18237,4221
NE,MA,sucupira do norte,10631,1583
NE,MA,sucupira do riachao,5692,1036
NE,MA,tasso fragoso,8642,2120
NE,MA,timbiras,29241,3869
NE,MA,timon,171317,51430
NE,MA,trizidela do vale,22223,8856
NE,MA,tufilandia,5868,931
NE,MA,tuntum,42242,8148
NE,MA,turiacu,35811,3508
NE,MA,turilandia,26112,2154
NE,MA,tutoia,59927,4734
NE,MA,urbano santos,33791,3662
NE,MA,vargem grande,57813,7504
NE,MA,viana,52852,12326
NE,MA,vila nova dos martirios,13800,2251
NE,MA,vitoria do mearim,32956,5750
NE,MA,vitorino freire,31520,10016
NE,MA,ze doca,52190,15560
NE,PI,acaua,7119,2111
NE,PI,agricolandia,5123,1725
NE,PI,agua branca,17525,12963
NE,PI,alagoinha do piaui,7678,1500
NE,PI,alegrete do piaui,4921,581
NE,PI,alto longa,14371,3012
NE,PI,altos,40681,15893
NE,PI,alvorada do gurgueia,5469,1058
NE,PI,amarante,17609,5300
NE,PI,angical do piaui,6779,2119
NE,PI,anisio de abreu,9994,1840
NE,PI,antonio almeida,3175,839
NE,PI,aroazes,5819,1204
NE,PI,aroeiras do itaim,2551,713
NE,PI,arraial,4713,853
NE,PI,assuncao do piaui,7879,670
NE,PI,avelino lopes,11361,1887
NE,PI,baixa grande do ribeiro,11751,3153
NE,PI,barra d'alcantara,3953,1053
NE,PI,barras,47298,13348
NE,PI,barreiras do piaui,3356,327
NE,PI,barro duro,7022,2561
NE,PI,batalha,26951,4509
NE,PI,bela vista do piaui,4044,792
NE,PI,belem do piaui,3607,551
NE,PI,beneditinos,10479,2503
NE,PI,bertolinia,5512,1450
NE,PI,betania do piaui,6214,1619
NE,PI,boa hora,6848,1232
NE,PI,bocaina,4509,1512
NE,PI,bom jesus,25584,13792
NE,PI,bom principio do piaui,5670,1159
NE,PI,bonfim do piaui,5700,1255
NE,PI,boqueirao do piaui,6443,1455
NE,PI,brasileira,8364,2275
NE,PI,brejo do piaui,3824,791
NE,PI,buriti dos lopes,19832,4660
NE,PI,buriti dos montes,8282,541
NE,PI,cabeceiras do piaui,10671,1972
NE,PI,cajazeiras do piaui,3586,570
NE,PI,cajueiro da praia,7704,1649
NE,PI,caldeirao grande do piaui,5786,777
NE,PI,campinas do piaui,5628,1054
NE,PI,campo alegre do fidalgo,5093,1003
NE,PI,campo grande do piaui,5987,1563
NE,PI,campo largo do piaui,7342,600
NE,PI,campo maior,46950,27620
NE,PI,canavieira,3938,285
NE,PI,canto do buriti,21326,6269
NE,PI,capitao de campos,11471,2765
NE,PI,capitao gervasio oliveira,4127,508
NE,PI,caracol,11009,1750
NE,PI,caraubas do piaui,5910,1091
NE,PI,caridade do piaui,5102,720
NE,PI,castelo do piaui,19716,4797
NE,PI,caxingo,5477,906
NE,PI,cocal,27901,7209
NE,PI,cocal de telha,4908,1360
NE,PI,cocal dos alves,6180,1100
NE,PI,coivaras,4044,963
NE,PI,colonia do gurgueia,6545,1198
NE,PI,colonia do piaui,7665,1690
NE,PI,conceicao do caninde,4811,784
NE,PI,coronel jose dias,4688,1040
NE,PI,corrente,26771,10511
NE,PI,cristalandia do piaui,8350,998
NE,PI,cristino castro,10464,2645
NE,PI,curimata,11461,2613
NE,PI,currais,4982,796
NE,PI,curralinhos,4475,396
NE,PI,curral novo do piaui,5390,603
NE,PI,demerval lobao,13862,4518
NE,PI,dirceu arcoverde,7046,1555
NE,PI,dom expedito lopes,6940,2293
NE,PI,domingos mourao,4352,514
NE,PI,dom inocencio,9574,1234
NE,PI,elesbao veloso,14550,4645
NE,PI,eliseu martins,4943,1005
NE,PI,esperantina,39953,13924
NE,PI,fartura do piaui,5330,690
NE,PI,flores do piaui,4461,684
NE,PI,floresta do piaui,2561,596
NE,PI,floriano,60111,43556
NE,PI,francinopolis,5345,1069
NE,PI,francisco ayres,4300,834
NE,PI,francisco macedo,3216,672
NE,PI,francisco santos,9423,1647
NE,PI,fronteiras,11690,4621
NE,PI,geminiano,5477,2022
NE,PI,gilbues,10698,2115
NE,PI,guadalupe,10496,3903
NE,PI,guaribas,4573,812
NE,PI,hugo napoleao,3880,1244
NE,PI,ilha grande,9487,2382
NE,PI,inhuma,15330,4314
NE,PI,ipiranga do piaui,9863,2085
NE,PI,isaias coelho,8582,1085
NE,PI,itainopolis,11571,2903
NE,PI,itaueira,11037,2929
NE,PI,jacobina do piaui,5718,2202
NE,PI,jaicos,19233,5042
NE,PI,jardim do mulato,4522,668
NE,PI,jatoba do piaui,4885,1283
NE,PI,jerumenha,4443,917
NE,PI,joao costa,3003,566
NE,PI,joaquim pires,14396,2098
NE,PI,joca marques,5488,792
NE,PI,jose de freitas,39457,12991
NE,PI,juazeiro do piaui,5491,802
NE,PI,julio borges,5653,756
NE,PI,jurema,4790,680
NE,PI,lagoinha do piaui,2870,890
NE,PI,lagoa alegre,8610,1502
