UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
RN;GOIANINHA;7916;3532;0;225;15;465;158;0;316;57;2588;162;146;0;139;54;0;0;0;4;1;54
GO;GOIANIRA;25386;12540;0;508;90;1680;508;0;370;44;6344;1420;112;0;1576;98;0;0;0;2;6;88
TO;GOIANORTE;1939;434;0;48;5;237;17;0;0;2;950;185;18;0;37;4;0;0;0;0;0;2
GO;GOIAS;13725;6291;0;288;13;1690;371;0;77;23;3495;609;65;0;689;27;0;0;0;0;3;84
TO;GOIATINS;1919;333;0;59;13;231;27;0;3;5;956;196;14;0;48;29;0;0;0;0;2;3
GO;GOIATUBA;28090;12165;0;872;682;2849;491;0;182;64;5201;3133;161;0;1180;914;0;1;1;0;12;182
PR;GOIOERE;20705;11049;0;713;321;2059;423;0;53;62;3302;1440;70;0;449;521;21;2;0;10;16;194
PR;GOIOXIM;3180;1677;0;171;23;451;70;1;1;20;622;25;50;0;21;42;0;0;0;0;0;6
MG;GONCALVES;2750;1280;0;96;2;369;70;0;0;17;749;11;12;0;51;2;0;0;0;0;0;91
MA;GONCALVES DIAS;3173;547;0;95;6;238;20;0;3;10;1902;316;14;0;9;6;0;0;0;0;0;7
BA;GONGOGI;724;347;0;20;0;52;38;0;0;8;240;10;4;0;3;0;0;0;0;0;0;2
MG;GONZAGA;3133;1203;0;50;3;257;27;0;3;6;1358;162;15;0;34;5;0;0;0;0;7;3
MG;GOUVEIA;5225;2958;0;152;6;627;119;0;41;19;1119;22;44;0;91;5;0;0;0;2;0;20
GO;GOUVELANDIA;1902;980;0;68;15;212;29;0;15;7;368;89;14;0;83;21;0;0;0;0;0;1
MA;GOVERNADOR ARCHER;1860;258;0;37;1;101;14;0;1;11;1243;179;9;0;5;0;0;0;0;0;0;1
SC;GOVERNADOR CELSO RAMOS;9937;5323;0;234;27;794;451;0;1;34;1712;759;25;0;323;48;0;11;0;11;0;184
RN;GOVERNADOR DIX-SEPT ROSADO;4424;1166;0;245;29;200;24;0;115;27;2130;372;27;0;48;31;0;0;0;0;0;10
MA;GOVERNADOR EDISON LOBAO;3783;991;0;124;21;312;30;0;31;0;1856;301;25;0;67;21;0;0;0;0;0;4
MA;GOVERNADOR EUGENIO BARROS;2662;525;0;58;2;222;11;0;5;13;1584;212;21;0;1;4;0;0;0;0;1;3
RO;GOVERNADOR JORGE TEIXEIRA;4718;900;0;88;5;544;31;0;2;5;2749;318;33;0;31;7;0;0;0;0;0;5
ES;GOVERNADOR LINDENBERG;7008;2021;0;361;28;787;45;0;2;13;2845;785;8;0;66;27;1;0;0;1;0;18
MA;GOVERNADOR LUIZ ROCHA;1329;242;0;25;0;153;8;0;0;4;835;49;5;0;4;0;0;0;0;0;0;4
BA;GOVERNADOR MANGABEIRA;7559;2934;0;351;21;453;108;0;5;55;2984;409;58;0;106;36;9;0;0;0;9;21
MA;GOVERNADOR NEWTON BELLO;1775;236;0;24;1;103;2;0;1;1;1325;70;2;0;8;1;0;0;0;0;0;1
MA;GOVERNADOR NUNES FREIRE;4472;884;0;123;8;346;27;0;1;8;2626;392;8;0;23;7;0;0;0;0;0;19
MG;GOVERNADOR VALADARES;148421;66283;0;3613;918;10228;3437;0;1655;400;46402;9509;410;1;3125;1114;95;20;1;4;123;1083
CE;GRACA;4614;691;0;39;0;207;30;0;5;21;3109;467;15;0;12;1;0;0;0;0;1;16
MA;GRACA ARANHA;1490;283;0;20;1;129;10;0;1;6;871;162;4;0;1;0;0;0;0;0;0;2
SE;GRACHO CARDOSO;1590;481;0;27;1;55;11;0;11;8;913;50;9;0;17;3;0;0;0;0;1;3
MA;GRAJAU;22691;3393;0;597;165;1982;176;0;14;58;13397;2439;70;0;125;219;0;1;0;0;5;50
RS;GRAMADO;30913;19556;0;711;89;2671;1826;1;31;146;3018;715;163;0;1030;78;5;60;0;38;13;762
RS;GRAMADO DOS LOUREIROS;1125;712;0;57;9;145;26;0;1;2;130;6;13;0;11;11;0;0;0;1;0;1
RS;GRAMADO XAVIER;2248;1107;0;88;3;207;55;0;0;11;710;13;10;0;28;4;0;1;0;2;0;9
PR;GRANDES RIOS;3319;1737;0;130;10;439;59;0;1;9;806;43;22;0;32;19;0;0;0;0;0;12
PE;GRANITO;1663;337;0;36;0;138;9;0;0;1;1091;21;14;0;13;1;0;0;0;0;1;1
CE;GRANJA;11656;2017;0;290;8;1117;126;0;2;183;6913;818;51;0;62;11;0;0;0;0;6;52
CE;GRANJEIRO;603;193;0;15;0;68;3;0;0;4;290;14;5;0;3;5;0;0;0;0;0;3
MG;GRAO MOGOL;3692;1417;0;144;14;396;52;0;0;31;1410;42;94;0;74;12;0;0;0;0;0;6
SC;GRAO PARA;5428;2878;0;295;31;626;166;0;0;8;1007;178;22;0;91;34;0;4;0;6;1;81
PE;GRAVATA;37324;12541;0;1065;142;2574;691;0;740;152;15048;3395;106;0;466;178;1;1;0;3;14;207
RS;GRAVATAI;172874;115793;0;3788;790;9151;6742;0;196;525;22600;3960;707;3;6045;839;2;164;3;185;22;1359
SC;GRAVATAL;10255;5016;0;355;121;780;307;0;18;19;2421;644;25;0;246;144;3;14;0;7;1;134
CE;GROAIRAS;5475;903;0;89;0;213;13;0;1;23;3505;648;33;0;25;0;0;0;0;0;6;16
RN;GROSSOS;3121;846;0;220;23;150;23;0;57;5;1416;285;17;0;35;26;0;0;0;0;2;16
MG;GRUPIARA;660;332;0;16;1;79;6;0;0;5;180;15;6;0;18;1;0;0;0;1;0;0
RS;GUABIJU;1081;617;0;61;14;202;39;0;0;3;85;3;11;0;19;16;0;1;0;0;0;10
SC;GUABIRUBA;19213;10424;0;396;46;1631;827;0;7;35;3600;1541;27;0;261;63;0;11;0;6;0;338
ES;GUACUI;19967;10369;0;899;76;1972;528;0;34;84;4547;866;75;0;221;99;3;1;0;4;25;164
PI;GUADALUPE;3903;802;0;111;9;349;21;0;5;14;2066;466;10;0;19;15;0;0;0;0;6;10
RS;GUAIBA;57672;37878;0;1251;506;3229;2302;0;130;234;7870;650;391;0;1960;745;2;40;0;119;8;357
SP;GUAICARA;6320;3436;0;133;23;373;133;0;2;23;1207;347;44;0;219;367;1;1;0;0;0;11
SP;GUAIMBE;2676;1743;0;134;25;199;102;0;3;8;327;22;40;0;49;17;0;0;0;0;0;7
PR;GUAIRA;30126;13522;0;1187;387;2469;725;0;17;59;5493;2499;716;0;1125;1684;0;7;0;1;13;222
SP;GUAIRA;31427;15151;0;1412;629;2979;804;1;115;114;4842;2544;239;0;1125;1245;0;1;0;1;1;224
PR;GUAIRACA;3702;1877;0;143;32;351;74;0;2;17;833;209;40;0;70;43;0;0;0;0;0;11
CE;GUAIUBA;4814;1654;0;120;3;247;81;0;5;32;2516;65;19;0;45;7;0;0;0;0;0;20
AM;GUAJARA;409;103;0;16;0;79;6;0;0;0;144;47;11;0;1;1;0;0;0;0;0;1
RO;GUAJARA-MIRIM;18556;4323;0;733;212;1937;263;0;31;20;7048;3175;36;0;239;431;0;2;0;1;15;90
BA;GUAJERU;1327;604;0;35;3;136;16;0;0;33;436;38;16;0;3;3;0;0;0;0;0;4
RN;GUAMARE;4643;1624;0;141;54;323;51;1;17;28;1877;352;49;0;37;52;0;1;0;0;1;35
PR;GUAMIRANGA;4801;2519;0;202;62;528;51;0;1;18;1151;56;42;0;44;109;0;1;0;1;3;13
BA;GUANAMBI;51688;17654;0;1442;209;5735;620;0;47;119;21212;3271;245;0;462;323;0;1;0;0;15;333
MG;GUANHAES;20295;8970;0;663;86;2000;309;0;63;69;7117;358;142;0;345;79;2;5;0;0;8;79
MG;GUAPE;7861;4264;0;291;14;757;129;0;10;32;2031;83;81;0;101;26;1;0;0;0;2;39
SP;GUAPIACU;13475;7296;0;460;84;1295;364;0;38;39;2652;590;83;0;397;118;2;1;0;0;5;51
SP;GUAPIARA;7752;3992;0;420;32;774;176;0;5;53;1931;174;63;0;68;35;0;0;0;2;3;24
RJ;GUAPIMIRIM;18577;10598;0;494;59;1204;671;0;133;90;3853;888;56;0;326;62;0;3;0;2;13;125
PR;GUAPIRAMA;2526;1256;0;148;72;244;57;0;2;5;441;72;31;0;56;128;0;0;0;0;3;11
GO;GUAPO;8345;3795;0;306;90;713;166;0;50;17;1898;647;63;0;483;86;0;0;0;0;1;30
RS;GUAPORE;19192;12779;0;563;123;2018;787;0;15;57;1527;439;80;0;299;125;0;10;0;20;2;348
PR;GUAPOREMA;1380;683;0;58;21;151;13;0;0;3;300;61;16;0;34;35;1;0;0;0;0;4
SP;GUARA;10700;6487;0;270;72;881;324;1;85;60;1294;642;199;0;220;96;0;0;0;0;2;67
PB;GUARABIRA;25153;8229;0;605;45;1539;449;0;1733;79;9606;2262;276;0;101;65;0;0;0;0;5;159
SP;GUARACAI;5972;3199;0;296;22;750;105;1;5;24;1094;199;34;0;201;19;1;0;0;0;2;20
PR;GUARACI;3379;2085;0;126;18;334;88;0;1;7;473;92;49;0;68;23;1;0;0;0;0;14
SP;GUARACI;6180;3460;0;219;40;481;165;0;7;41;853;258;186;0;373;65;1;0;0;0;2;29
MG;GUARACIABA;4367;1551;0;108;2;319;55;0;10;24;2134;50;53;0;40;2;0;0;0;0;9;10
SC;GUARACIABA;8097;4503;0;309;119;1056;258;0;0;21;1194;186;43;0;117;204;1;4;0;1;0;81
CE;GUARACIABA DO NORTE;17933;4794;0;580;6;1402;118;0;6;88;8173;2454;45;0;129;10;0;1;0;0;5;122
MG;GUARACIAMA;1920;759;0;67;16;163;24;0;7;6;804;23;20;0;13;13;0;0;0;0;0;5
TO;GUARAI;13542;3812;0;492;162;1522;159;0;22;28;4188;2386;43;0;441;206;0;0;0;0;6;75
GO;GUARAITA;1177;446;0;25;1;125;14;0;5;2;349;132;5;0;69;2;0;0;0;0;0;2
CE;GUARAMIRANGA;2022;522;0;38;0;116;20;0;0;5;1187;90;17;0;16;0;0;0;0;0;0;11
SC;GUARAMIRIM;33895;18546;0;1252;459;2503;1103;0;14;38;6009;1695;30;0;1029;812;5;17;0;22;1;360
MG;GUARANESIA;12384;7159;0;454;45;1016;290;0;33;80;2581;300;146;0;107;108;2;1;0;1;6;55
MG;GUARANI;3107;1710;0;96;2;295;51;0;93;22;711;22;20;0;56;5;0;1;0;1;1;21
RS;GUARANI DAS MISSOES;5853;3188;0;358;148;649;168;0;0;10;895;85;43;0;124;157;1;2;0;5;0;20
GO;GUARANI DE GOIAS;1215;502;0;21;5;140;16;0;2;8;401;90;11;0;13;4;0;0;0;0;0;2
SP;GUARANI D'OESTE;1252;726;0;36;15;127;20;0;1;5;225;29;8;0;51;5;0;0;0;0;0;4
PR;GUARANIACU;9349;5175;0;517;145;1280;288;0;2;50;1279;150;68;0;109;215;0;2;0;3;5;61
SP;GUARANTA;3515;2084;0;111;29;277;110;0;0;8;578;77;48;0;122;60;0;0;0;0;0;11
MT;GUARANTA DO NORTE;26627;6776;0;1169;288;3768;457;0;82;26;9232;3701;124;0;375;455;0;0;0;1;5;168
ES;GUARAPARI;76558;39303;0;1528;343;7315;3408;0;132;375;14445;5421;303;0;1197;377;4;55;0;42;76;2234
PR;GUARAPUAVA;123871;75059;0;5251;2146;13265;4203;0;100;617;13629;2635;590;0;2009;2828;19;27;0;21;19;1453
PR;GUARAQUECABA;973;434;0;37;2;103;40;0;1;7;301;11;19;0;7;2;0;1;0;0;1;7
MG;GUARARA;1889;1104;0;66;0;156;46;0;36;18;378;27;4;0;40;1;0;2;0;1;1;9
SP;GUARARAPES;23977;12112;0;704;298;1771;568;0;142;66;4613;2097;165;0;911;367;3;0;0;2;2;156
SP;GUARAREMA;19823;11637;0;534;236;1577;770;3;26;110;3175;415;101;0;335;632;1;0;0;36;20;215
BA;GUARATINGA;3923;1159;0;97;2;390;83;0;1;10;1922;174;42;0;34;2;0;0;0;0;2;5
SP;GUARATINGUETA;78122;46864;0;1520;165;5644;3394;2;307;407;16395;1196;248;0;742;204;11;14;0;43;25;941
PR;GUARATUBA;19365;10914;0;571;97;1544;773;0;18;67;2999;1343;73;0;655;140;2;10;0;3;4;152
MG;GUARDA-MOR;3609;1770;0;188;93;590;70;0;11;21;435;62;46;0;155;147;0;0;0;1;1;19
SP;GUAREI;7057;3747;0;333;16;687;140;0;16;38;1657;162;118;0;96;25;0;1;0;2;0;19
SP;GUARIBA;23144;13690;0;873;130;1653;711;0;166;88;3530;999;353;0;510;331;3;1;0;9;8;89
PI;GUARIBAS;812;95;0;15;0;110;15;0;0;1;561;9;5;0;0;0;0;0;0;0;0;1
GO;GUARINOS;607;274;0;13;0;101;14;0;2;8;168;10;3;0;11;0;0;0;0;0;0;3
SP;GUARUJA;151738;67371;0;2230;1546;6685;6187;5;390;516;40706;21251;515;0;1309;1743;6;10;0;66;63;1139
SC;GUARUJA DO SUL;3903;2077;0;187;87;435;102;0;0;14;690;104;25;0;39;107;2;2;0;0;0;32
SP;GUARULHOS;735211;482303;0;21242;7077;46861;33749;0;332;4254;97412;12828;4063;3;5146;12489;7;60;4;506;130;6745
SC;GUATAMBU;4881;2398;0;181;30;579;103;0;0;17;1129;258;28;0;79;40;0;0;0;1;0;38
SP;GUATAPARA;3790;2346;0;194;44;318;115;0;6;21;447;45;67;0;95;71;0;0;0;0;0;21
MG;GUAXUPE;35486;21151;0;998;249;3182;854;0;72;100;6790;935;151;0;438;286;2;5;0;1;14;258
MS;GUIA LOPES DA LAGUNA;6073;2510;0;235;26;722;90;0;19;25;1764;421;33;0;156;43;0;0;0;0;1;28
MG;GUIDOVAL;4101;1482;0;179;22;299;41;0;91;2;1690;201;14;0;49;21;1;1;0;1;2;5
MA;GUIMARAES;1187;180;0;19;0;114;13;0;2;4;733;102;18;0;1;0;0;0;0;0;0;1
MG;GUIMARANIA;4430;2366;0;210;20;469;68;0;9;16;936;115;57;0;142;17;0;0;0;1;1;3
MT;GUIRATINGA;6704;2289;0;232;69;1023;120;0;3;21;1885;789;20;0;84;119;1;0;0;0;3;46
MG;GUIRICEMA;5624;2035;0;280;19;420;76;0;51;18;2455;149;26;0;59;19;1;0;0;0;3;13
MG;GURINHATA;2419;1099;0;120;14;340;48;0;3;14;557;77;39;0;84;16;0;0;0;1;1;6
PB;GURINHEM;3287;969;0;73;1;151;31;0;51;11;1847;72;33;0;34;4;0;0;0;0;3;7
PB;GURJAO;643;248;0;26;5;54;3;0;0;4;272;7;6;0;6;11;0;0;0;0;0;1
PA;GURUPA;787;29;0;14;0;23;1;0;0;0;641;76;3;0;0;0;0;0;0;0;0;0
TO;GURUPI;67300;22004;0;1819;674;6253;885;0;281;56;18707;11970;253;0;2905;1075;16;8;0;4;14;376
SP;GUZOLANDIA;2647;1677;0;92;8;258;69;0;2;8;323;51;43;0;97;6;0;0;0;1;0;12
RS;HARMONIA;4120;2341;0;261;30;379;111;0;3;9;628;133;9;0;140;37;0;4;0;18;0;17
GO;HEITORAI;1913;812;0;49;1;211;39;0;11;5;595;84;10;0;90;1;0;0;0;0;0;5
MG;HELIODORA;2895;1609;0;109;1;291;74;0;5;19;687;17;22;0;51;4;0;0;0;0;0;6
BA;HELIOPOLIS;1726;577;0;22;3;107;17;0;0;12;790;154;22;0;13;2;0;0;0;0;3;4
SP;HERCULANDIA;5831;2990;0;559;73;796;147;0;5;10;820;189;36;0;94;93;0;0;0;0;0;19
RS;HERVAL;4204;2312;0;146;22;496;102;0;6;16;820;28;18;0;180;35;0;1;0;3;1;18
SC;HERVAL D'OESTE;16100;9034;0;426;38;1226;520;3;3;51;2889;1466;69;0;208;46;2;5;0;4;3;107
RS;HERVEIRAS;1458;828;0;73;0;121;34;0;0;2;365;6;3;0;16;0;0;0;0;0;1;9
CE;HIDROLANDIA;6266;1227;0;183;0;323;41;0;6;33;3600;780;21;0;30;0;0;0;0;0;0;22
GO;HIDROLANDIA;12947;5406;0;1442;117;1136;262;0;62;38;2971;669;51;0;591;147;0;3;0;2;2;48
GO;HIDROLINA;1621;780;0;36;0;188;38;0;2;2;458;49;4;0;55;3;0;0;0;0;0;6
SP;HOLAMBRA;11030;5682;0;446;67;1379;470;0;9;74;1872;326;176;0;257;100;1;2;0;0;8;161
PR;HONORIO SERPA;3336;1875;0;153;18;436;89;1;2;8;606;42;44;0;28;18;1;0;0;0;0;15
CE;HORIZONTE;25519;10052;0;625;169;1232;526;0;144;95;10794;1111;112;0;322;105;0;0;0;4;7;221
RS;HORIZONTINA;17095;9106;0;446;583;1475;695;1;30;38;2593;827;70;0;397;604;1;24;0;1;1;203
SP;HORTOLANDIA;130191;86874;0;2809;588;9042;4105;3;30;612;20638;2239;778;0;1468;472;0;11;0;9;7;506
PI;HUGO NAPOLEAO;1244;283;0;10;0;53;1;0;2;1;795;89;2;0;2;0;0;0;0;0;2;4
RS;HULHA NEGRA;2967;1645;0;114;9;280;55;0;1;10;695;13;26;0;107;8;0;2;0;0;0;2
AM;HUMAITA;9362;1330;0;346;59;713;71;0;9;14;4170;2387;47;0;84;85;0;0;0;1;18;28
RS;HUMAITA;3723;1998;0;198;18;402;128;0;0;12;745;79;15;0;45;22;0;3;0;1;1;56
MA;HUMBERTO DE CAMPOS;1572;238;0;22;0;319;17;0;0;15;843;83;9;0;15;0;0;1;0;0;0;10
SP;IACANGA;7382;4145;0;274;103;710;210;0;7;38;1013;206;53;0;403;192;2;0;0;0;2;24
GO;IACIARA;4030;1641;0;170;40;483;53;0;10;20;1049;380;25;0;80;59;0;0;0;0;1;19
SP;IACRI;3685;2224;0;175;37;355;86;0;4;15;523;112;24;0;81;34;1;0;0;0;0;14
BA;IACU;5790;2083;0;179;11;522;68;0;2;42;2439;316;53;0;48;15;0;0;0;0;0;12
MG;IAPU;4499;2123;0;205;21;390;121;0;2;21;1386;100;33;0;49;36;0;1;0;1;1;9
SP;IARAS;2489;1482;0;79;5;223;75;1;4;28;419;49;35;0;68;10;1;0;0;0;3;7
PE;IATI;3089;931;0;105;9;311;30;0;1;52;1492;56;32;0;19;40;0;0;0;0;1;10
PR;IBAITI;17797;10497;0;685;213;1763;442;0;18;65;2806;366;194;0;306;293;0;1;0;3;8;137
RS;IBARAMA;2738;1557;0;107;18;294;41;0;0;6;614;12;19;0;33;23;0;1;0;4;1;8
CE;IBARETAMA;3242;851;0;139;15;151;27;0;0;10;1906;84;26;0;21;4;0;1;0;0;0;7
SP;IBATE;20100;12134;0;658;213;1582;659;0;77;143;3136;449;339;0;345;293;1;0;0;3;6;62
AL;IBATEGUARA;2479;797;0;61;2;188;39;0;1;70;1137;104;30;0;32;5;0;0;0;0;0;13
ES;IBATIBA;16999;7546;0;708;31;1588;279;0;7;106;5902;416;96;0;159;34;0;0;0;18;8;101
PR;IBEMA;3717;2152;0;170;88;392;87;0;2;16;535;36;19;0;44;156;0;0;0;0;1;19
MG;IBERTIOGA;2073;1128;0;88;6;162;66;0;6;29;504;11;10;0;47;4;0;0;0;0;0;12
MG;IBIA;13160;7116;0;552;185;1482;288;0;339;68;1692;385;126;0;504;309;1;2;0;6;19;86
RS;IBIACA;3875;2066;0;311;23;723;108;0;0;12;387;54;41;0;63;30;0;6;0;4;0;47
MG;IBIAI;2166;709;0;67;6;269;26;0;1;16;946;33;15;0;67;5;0;0;0;0;3;3
SC;IBIAM;1538;778;0;83;30;191;27;0;0;4;320;29;13;0;27;32;0;0;0;0;0;4
CE;IBIAPINA;8377;2429;0;238;6;583;70;0;14;27;4089;798;29;0;47;7;0;0;0;0;5;35
PB;IBIARA;1496;329;0;14;1;91;12;0;5;4;936;91;6;0;6;1;0;0;0;0;0;0
BA;IBIASSUCE;2964;1186;0;111;14;442;35;0;0;25;936;136;33;0;13;22;0;0;0;0;1;10
BA;IBICARAI;5220;2357;0;152;18;472;197;0;12;30;1582;216;39;0;102;5;0;0;0;0;4;34
SC;IBICARE;3138;1492;0;196;174;356;75;0;0;16;479;89;10;0;48;185;0;0;0;2;2;14
BA;IBICOARA;5747;1913;0;302;18;896;79;0;1;124;2079;132;105;0;44;24;0;1;0;1;3;25
BA;IBICUI;2903;1047;0;63;4;319;67;0;3;28;1210;92;21;0;29;5;0;0;0;0;3;12
CE;IBICUITINGA;3760;883;0;105;7;191;23;0;1;11;2347;125;27;0;17;10;0;0;0;0;2;11
PE;IBIMIRIM;6741;2156;0;211;6;784;96;0;71;69;3053;158;25;0;82;10;0;0;0;0;7;13
BA;IBIPEBA;2716;1210;0;71;3;388;37;0;0;33;863;61;24;0;7;4;0;0;0;0;1;14
BA;IBIPITANGA;4713;1317;0;119;18;535;48;0;2;41;2237;292;54;0;8;33;0;0;0;0;1;8
PR;IBIPORA;36781;20778;0;1335;318;2940;998;0;213;107;6688;2161;209;2;502;338;3;1;0;13;10;165
BA;IBIQUERA;552;234;0;12;3;45;10;0;0;8;225;6;6;0;2;0;0;0;0;0;0;1
SP;IBIRA;7325;4422;0;195;26;665;229;0;15;29;999;374;55;0;241;34;3;1;0;1;1;35
MG;IBIRACATU;1514;490;0;17;1;91;18;0;0;5;833;24;19;0;14;0;0;1;0;0;1;0
MG;IBIRACI;6408;3679;0;452;76;849;242;0;24;50;730;32;54;0;121;27;3;0;0;2;2;65
ES;IBIRACU;6219;2866;0;392;166;665;174;0;4;41;1098;260;55;0;139;230;0;3;2;56;1;67
RS;IBIRAIARAS;6152;3110;0;569;122;1050;180;0;0;14;703;34;38;0;84;165;0;10;0;1;0;72
PE;IBIRAJUBA;1654;595;0;52;2;112;16;0;10;18;712;106;11;0;12;7;0;0;0;0;0;1
SC;IBIRAMA;16951;9373;0;506;112;1351;655;0;6;76;2947;889;107;0;515;158;2;19;0;20;2;213
BA;IBIRAPITANGA;2792;1212;0;77;5;318;142;0;1;76;845;67;27;0;15;3;0;0;0;0;1;3
BA;IBIRAPUA;2155;706;0;123;25;227;29;0;1;10;776;109;25;0;67;43;0;1;0;0;0;13
RS;IBIRAPUITA;2958;1882;0;167;16;325;56;0;1;16;368;18;49;0;29;18;0;2;0;3;0;8
SP;IBIRAREMA;4112;2089;0;246;54;426;107;0;12;21;754;104;32;0;179;71;0;1;0;0;0;16
BA;IBIRATAIA;4603;1512;0;103;11;379;184;0;1;65;2032;209;23;0;42;25;1;0;0;0;1;15
MG;IBIRITE;73585;45045;0;1755;631;4881;2043;0;168;329;16084;709;432;0;849;376;0;4;0;26;20;233
RS;IBIRUBA;18262;10206;0;1213;285;2631;808;0;6;74;1704;269;113;0;400;370;1;14;0;7;2;159
BA;IBITIARA;4222;1595;0;141;14;539;50;0;0;70;1607;96;64;0;15;23;0;0;0;0;0;8
SP;IBITINGA;45510;24493;0;1013;266;3277;1386;1;153;127;10664;1937;274;0;1231;363;8;5;1;2;12;297
ES;IBITIRAMA;5170;2287;0;196;13;442;96;0;1;51;1821;160;39;0;35;11;1;0;0;2;2;13
BA;IBITITA;3090;1587;0;66;1;312;62;1;0;19;952;37;32;0;15;0;0;0;0;0;1;5
MG;IBITIURA DE MINAS;2104;1002;0;125;3;381;48;0;5;8;473;21;7;0;15;4;0;0;0;0;0;12
MG;IBITURUNA;907;539;0;35;2;108;42;0;0;5;158;0;5;0;6;5;0;0;0;0;1;1
SP;IBIUNA;53954;30237;0;2485;182;5820;2066;0;19;249;10197;1150;135;0;794;162;3;3;2;15;7;428
BA;IBOTIRAMA;11069;3635;0;344;63;1073;129;0;62;99;4359;841;46;0;219;115;0;0;0;0;17;67
CE;ICAPUI;7199;1072;0;130;38;305;40;0;6;25;4412;1021;59;0;32;35;0;0;0;0;0;24
SC;ICARA;51476;27749;0;2043;806;3646;1770;1;13;113;9224;2265;173;0;1682;1027;1;29;0;24;8;902
MG;ICARAI DE MINAS;2113;574;0;39;0;154;25;0;2;7;1201;40;32;0;34;0;0;0;0;0;1;4
PR;ICARAIMA;6292;3068;0;217;34;682;137;0;1;17;1391;397;55;0;224;43;0;0;0;0;0;26
MA;ICATU;1879;285;0;33;3;175;18;1;0;4;1300;35;15;0;2;3;0;0;0;0;0;5
SP;ICEM;4899;2814;0;236;64;439;167;0;11;13;575;151;76;0;241;94;4;0;0;2;0;12
BA;ICHU;1961;677;0;43;0;128;20;0;0;27;936;67;19;0;40;0;0;0;0;0;1;3
CE;ICO;26205;5126;0;443;34;1323;178;0;21;131;15679;2945;108;0;122;44;0;0;0;0;1;50
ES;ICONHA;12944;4369;0;622;719;1266;124;1;4;29;3032;970;61;0;163;1475;0;0;0;17;3;89
RN;IELMO MARINHO;2266;796;0;70;2;168;30;0;3;7;1117;31;28;0;6;4;0;0;0;1;0;3
SP;IEPE;5029;2920;0;204;74;510;127;0;2;15;741;130;38;0;116;122;0;1;0;1;0;28
AL;IGACI;6087;1818;0;136;0;429;57;0;2;123;3030;355;36;0;68;27;0;0;0;0;0;6
BA;IGAPORA;3311;1425;0;119;18;598;46;0;0;48;874;74;50;0;17;28;0;0;0;0;4;10
SP;IGARACU DO TIETE;14010;8620;0;360;147;840;419;0;47;33;2547;448;102;0;260;139;5;1;0;0;1;41
PB;IGARACY;1758;378;0;22;1;96;8;0;1;6;1181;52;7;0;3;1;0;0;0;0;0;2
SP;IGARAPAVA;16384;10349;0;464;187;1401;412;0;63;69;1842;317;144;0;609;405;12;3;0;10;11;86
MG;IGARAPE;25341;14711;0;1298;495;2212;702;0;239;111;3672;250;278;0;501;657;1;1;0;9;12;192
MA;IGARAPE DO MEIO;2657;534;0;51;3;130;12;0;0;7;1707;179;16;0;9;1;0;0;0;0;1;7
MA;IGARAPE GRANDE;3064;290;0;74;4;102;28;0;6;12;2168;349;14;0;4;6;0;0;0;0;1;6
PA;IGARAPE-ACU;8786;2469;0;317;26;695;105;0;8;109;3628;1034;183;0;126;35;1;0;0;0;2;48
PA;IGARAPE-MIRI;6751;1095;0;139;7;280;117;0;5;31;3960;960;66;0;59;6;1;0;0;0;7;18
PE;IGARASSU;32472;17188;0;1043;303;1705;1852;0;523;136;7471;385;555;0;730;404;1;0;0;4;36;136
SP;IGARATA;6708;4038;0;174;8;626;249;0;5;31;1216;77;18;0;179;13;0;3;0;7;1;63
MG;IGARATINGA;6505;2628;0;642;96;610;72;0;33;20;1868;271;26;0;140;64;0;1;1;11;0;22
BA;IGRAPIUNA;1876;552;0;51;1;165;47;0;0;45;948;29;28;0;3;0;0;1;0;0;0;6
AL;IGREJA NOVA;4883;1034;0;81;4;159;33;0;17;24;3038;271;111;0;64;40;0;1;0;0;0;6
RS;IGREJINHA;25318;14938;0;641;87;1534;961;4;108;49;4212;1462;75;0;760;108;0;31;0;26;16;306
RJ;IGUABA GRANDE;13133;8224;0;221;9;695;518;0;161;92;2202;610;44;0;267;8;0;1;0;0;10;71
BA;IGUAI;3889;1428;0;75;0;445;99;0;1;54;1596;80;61;0;34;0;0;0;0;0;0;16
SP;IGUAPE;11617;6398;0;266;22;890;441;0;18;51;2366;639;101;0;329;15;6;1;0;2;5;67
PR;IGUARACU;3216;1802;0;142;54;326;73;0;0;18;488;109;19;0;73;82;0;0;0;3;2;25
PE;IGUARACY;2745;909;0;152;3;185;34;0;18;34;1310;49;35;0;12;0;0;0;0;0;1;3
MG;IGUATAMA;3993;2479;0;153;44;421;89;0;0;26;563;55;20;0;75;55;0;0;0;0;1;12
MS;IGUATEMI;8152;3788;0;321;104;893;156;0;6;14;1751;616;87;0;185;173;0;0;0;0;2;56
CE;IGUATU;55045;13192;0;1223;131;3282;618;0;507;105;28274;6490;197;0;457;231;2;2;0;0;15;319
